"","test.property_id","priceforest"
"1488","8aaadc4cb98be1d644e281ca",402615694.62038
"1489","a091398a3c7d0a95f9bf8cc8",277213662.350443
"1490","ff3b75706819c49fef0153eb",394495642.652961
"1491","634a1fe41c6489a0200112bb",746040909.103755
"1492","1e80d7511b62c2c22f699368",805292981.955744
"1493","c90d741df1bab8b9a4480286",446189454.625109
"1494","5c082967365239d003cbf4c4",515193547.910261
"1495","791404a349050d51529c4cc3",1453914316.29861
"1496","f9e45ce0c6c74b452d07e032",358614584.326454
"1497","26f263194b06554f93e3bb02",441997159.68556
"1498","1b7674f5ef8729ca58d80374",340289324.384907
"1499","11a34ffa7cc48b7b1e0535ab",279181513.895675
"1500","d6d8c1c48d1edf2ae378684c",377774745.997721
"1501","b211a77bdd490456002fda3f",161043348.24418
"1502","31b0df0dd0e8da23096aa30d",454822386.01755
"1503","f5fd9e7aa54e720820e1e01c",307660177.620609
"1504","7e8a4a9999c518ba4abfbc3c",723147255.331834
"1505","7bf47c15979dacc81d78a896",439945870.345359
"1506","bb420e618487c253387f55ab",484341087.5814
"1507","57039a86a29cee045e642d0b",611285558.257467
"1508","7fe0748aa740c4ee44652eee",603984049.165277
"1509","4f01bca539a17e3e05952d8b",603984049.165277
"1510","23d6eac9d6bc5401107f6a7b",603984049.165277
"1511","f6a4852f13535d5969c49b53",603984049.165277
"1512","e2fcbb79acef851906b0d5a1",807994656.687845
"1513","b712d7ca38e78c5c7ed2a234",789465683.87428
"1514","5e756fa1b4ca24d579ae2e45",789465683.87428
"1515","3b4a27a2cdd7b279ca9e156e",985085078.386504
"1516","0f4f1b97a94a6694d2266934",715172125.846644
"1517","6b83f4ffe08a2de93dcf1241",697877242.869957
"1518","226d5246d7d63d90d023b38e",914239604.807928
"1519","4e1e5fd695534115eed10e4c",914786645.168843
"1520","a136e3246d3b872d35c9c205",534457715.494258
"1521","6b1618e332b2dcaefa85ab26",894627866.630403
"1522","7e37d88c83afb3d6401aede9",667703085.825447
"1523","1048c090215e9b6c6ab5525f",667703085.825447
"1524","a8d6e96ada8455ef65bc3a06",575094565.039244
"1525","fee3e812c4460a52c9da7f42",1016263777.84933
"1526","e5d0375109952aa9e7b25d70",1074832692.95622
"1527","285fccfce79f6fe5e1a3e230",459335248.261918
"1528","f8948a57d395400204e1ea75",436583056.023479
"1529","6d005d00ff93805f3c82277e",470071238.020457
"1530","1b125acea3d663e4a80324f2",470071238.020457
"1531","d6a644cbe8671d3d04cbbadd",417570224.203667
"1532","31dbf4023888604af821eddd",837927203.482498
"1533","72652173eba3fec1fa1e60f4",948669871.671733
"1534","80f435c08e23f9d751175f37",776524357.11131
"1535","2761e27c826c8e09eb4eb787",1633663094.89356
"1536","e1cc1288222ab5bb6c2849d5",954846789.857975
"1537","c69489c53d2c0bca6572959e",616803909.252938
"1538","4d87e11e1e64f87c73c62d0e",930710214.160492
"1539","2b1344cc6821a2d0d21bbf87",931091231.480956
"1540","fcfefa1d688587113bc91ed6",175333056.642554
"1541","74eb5b50908f332f4e73c56e",351790454.724387
"1542","37e900ba7c8233853e08e7fb",293056534.508947
"1543","e1a2f223ca9350faeec0d92b",670714495.550705
"1544","81c4314fc56822faffdd50ab",500797294.880471
"1545","91e1a1e280630216e382f832",1262496808.69021
"1546","2d4982f702aac48c014e2a46",309131729.591087
"1547","7d4084c8d0dcbe255499c2fb",1394684856.37833
"1548","c7d1f2a5ca799461666b39a1",759603931.056629
"1549","2df45579c792682f39c6f4b7",652762751.669418
"1550","0eef8f02e6ccffcd17954e66",502054504.43926
"1551","c6e6aa6e6322a1c2a0d8762e",291689550.209756
"1552","7e246419fdca44780655d04a",640153074.12827
"1553","65f88ee6ad4a416856289567",620800185.606161
"1554","3fdfe60b4e461eacd3e76c6d",1037241455.48238
"1555","dd2f6e87d5bd383311969e26",1735781178.6193
"1556","cd9a8b42344cb2ed93e97074",457849618.267819
"1557","a4d97a62a9b14dda70f99629",1006450185.22658
"1558","498d29d6f57d27eb61ebfa26",1793944117.34862
"1559","d6edf69e830c4c33e98304fa",1212737413.13931
"1560","d25086c5f264ea9c4078b002",607339336.511081
"1561","011023bf16f65ac6cbdd10cd",337464205.207214
"1562","e60cd64916100b8eaee12ae1",453722215.307332
"1563","967eda4d565f8a8d2a955fdc",500965481.595603
"1564","102efa44afbf0ae8d068c68c",401422631.577922
"1565","fc85d2798a9d2b806def3259",1238283985.96889
"1566","56c33661267179bdbc6fd7d0",938943186.847932
"1567","23fce6970a65ec032f368d5f",697877242.869957
"1568","f9aab817eb6fedb9a1c3569f",697877242.869957
"1569","f682d67bb34941322829422a",324853180.248554
"1570","a5867cf19ac0741780d3c219",852080942.695718
"1571","35b882260b3ca1db22589371",620794032.388565
"1572","a3c6b30c41ebad005bdaa13a",499077454.34489
"1573","041bd8a7519523a95af08b4b",917574260.653305
"1574","2c82f769f4e34f23a3d1ee79",697877242.869957
"1575","8ec91410db62d33bda39fab3",1278131613.73513
"1576","aeb25bebfff23cfbea80e6f1",876110254.739281
"1577","82c33d466c651345f9cdb095",629924316.630536
"1578","45684bebeb2c5ca0d8d574c1",766050421.861204
"1579","22cbdf886e2b0f533dbddf74",859107756.249958
"1580","59f7fb329b1bbbf3310203aa",673088549.489892
"1581","cd111040410a376aa47d8271",811692990.579823
"1582","a180f924af25af9868bd8b01",697877242.869957
"1583","bf4c4d3b80f2242dce3bd1d6",1234937633.02465
"1584","d7194f9d4ae600c773b79616",474495148.147911
"1585","04a27e5b47ba9f5632860dc9",383208592.039075
"1586","b4fa5462992b04b65ba2ab6f",361899860.011463
"1587","3ded691e43872af5a7976b18",1185597900.7298
"1588","f4e553268d2329121c396238",303578235.595941
"1589","0dca3964396e1398ba991c63",315519187.127282
"1590","a6e67696cdd918b1d59a1965",482849919.148656
"1591","ba59f380776a27050777de32",321839358.711496
"1592","0bb2ce10147e55a37562d9c7",710133667.382643
"1593","ae71f403445bc55527586437",901252257.637877
"1594","b61446cf48d8b792549ba2b4",799421462.21091
"1595","14445362b0a664c0058a2d0d",799421462.21091
"1596","8b67c285a812023e1fcc1528",889689083.978953
"1597","edf67d26cda3d448665dac2e",604139446.850974
"1598","97ba094fcef28ce5c230e832",595068471.210843
"1599","ac337dbf74edceb05397ed18",649701656.2803
"1600","8a2b7a29cecbd9c4d457e859",379417921.069641
"1601","9ac8fa4976b54539928baa1f",929344356.953102
"1602","460b6df9adeca910f4f7e943",879092005.259981
"1603","03d5d0df1ec5ee78b258b816",485006189.966995
"1604","fdc1b048c5715923d525db02",848317070.649738
"1605","5883aab6098007a9cd159dd8",918685868.676197
"1606","46deb9fd9b17898884de842b",440150155.252917
"1607","02ed0ee28c7daf0ecaf46f99",664119184.90543
"1608","2672612ff9f603db6cb5145d",903944753.595386
"1609","536db1b567f81b4c3ac59bbd",443250705.965791
"1610","bad7ed2e64e646fde62781e6",1010789328.98623
"1611","da36c86649aa25d6bb6238ee",1268760707.9692
"1612","eb4d0a11441237af7671f63e",618278329.866441
"1613","a65d10eaf22d8b330ee250af",189885797.519944
"1614","73bf28db6e5911c0f39b750c",662536483.453061
"1615","690c6be2a0c27e855c4193c5",886310712.109911
"1616","e363be01751b30b4af65e941",1307985827.85992
"1617","80d9451a8d79a663f64c0bb6",533698927.070144
"1618","fd98894aa16e04ba3018e674",671008221.051003
"1619","43912d89658981329fe0a164",627657657.454128
"1620","811ff4dacd505b26094db7c0",1419499748.44243
"1621","0da441a6006301adad3d9c79",697877242.869957
"1622","74d3bb7d5f027fa0a54acc2f",732157281.438028
"1623","4f50f20caad61b03e20bdd9b",697877242.869957
"1624","84c5df35163aeceaa435ed4a",412197182.327492
"1625","19f5f75016acb8f92a600ec3",713716559.288564
"1626","b823ee3a897e1c27d4755a8d",406050118.24038
"1627","3da88d25270b98e27e09ba1c",954846789.857975
"1628","1acf3d7f37dac36d09d390e4",850801187.022676
"1629","c5b104a88ea76d88d086b227",1133177302.77269
"1630","3a1622d37701fa6dab4151ca",450562106.191689
"1631","155ce40e0656d2112bcb9171",1451308249.9745
"1632","5e5ac154f2c6907c7e006292",894627866.630403
"1633","d1dd1a28297d89995163e724",599074715.162469
"1634","0b41ca15ed53072339ebee2b",405170517.36853
"1635","b6ec0d01073e2c00c3da3f2f",849911867.198022
"1636","b60f31e6bbdfa9f5f7d55431",611720308.919033
"1637","92b9336bc2a0d897a33c70ba",617729696.820216
"1638","d3cd715abbc52beea22d2514",722510682.536017
"1639","7f42439d69b6ae127edc797e",667344003.832037
"1640","fd4a6886866864f92cfd31c5",574917188.529798
"1641","e364fb67f71f167f52137d56",758153776.423212
"1642","318cec5a06a7f4854d8a1f48",1270405483.68401
"1643","40503b078badea820b5a4699",1084153100.90598
"1644","07783397c6b5474d7084df85",759708115.092418
"1645","41697643b531405964acd3f4",1291864432.84387
"1646","30833472ba99917fa4f4f2a3",1178053527.11873
"1647","43436421f73986bafcd97dcd",1184510675.69215
"1648","4b9fa789aeaee15043982194",743725829.119441
"1649","04b016f3c50bbbc16a245af5",633341682.676535
"1650","0a65e76316e2608ece103e69",697877242.869957
"1651","49301cbc63d78a9a6f170d04",175333056.642554
"1652","239fc27362b080278521bcdf",1193345812.4791
"1653","d7e5400bb4de9b4128563729",844079233.402863
"1654","c698d88f4b437bfa3f650d8e",988857139.807958
"1655","db39c24aff96618dc088416d",913851158.02841
"1656","1c44e3447d81faf73386e5e0",647980129.027318
"1657","93ef35ddbb1a87d7babe7567",425801268.951374
"1658","9212b5f5facaf96dbe60a77b",694808012.773586
"1659","078d9a1717960c812d431ad8",693154134.082638
"1660","ab797d9d405079165590307d",383164950.728677
"1661","a50e9e5a62f407e575836a48",377006591.334735
"1662","cfe064620cd1f44018c3a9ce",1373361641.72429
"1663","3cc9572c05a423533e156afd",1505528126.36409
"1664","136d21e03e8387deff8db6c9",705912986.654119
"1665","28093c6246a4ef22ee116b7a",604239843.637368
"1666","655ac3db1069ac1037c35fe7",802290211.305929
"1667","2aa034d0f2407a952131a145",738451785.218118
"1668","66d12c8332766e4a7c3ae4f7",729979679.782488
"1669","eda4f9cdcf09ea7ae667c073",1214796772.71369
"1670","2c24337adf6ba2f2f152af71",651707101.144286
"1671","acf972025b20a6298f09d88d",864040741.815683
"1672","c4290c9b5ceaa7a268ccabe5",482214658.062711
"1673","6a520fb4368d55e30a28cbe4",699555436.141341
"1674","200f85e27426f20ed5e58159",699555436.141341
"1675","3b02af2085ce10f8b89fc3f4",687695486.590369
"1676","993c67eab7494a14a3889846",421442174.589601
"1677","478d8d8e0b11dcff21251c86",854979492.651787
"1678","1ea9f46285def477dde0a6c7",432119567.34943
"1679","33d613510d90c3d6a5aff6dd",697877242.869957
"1680","f1a4a862d0b16dd8c1172c55",1011744075.99531
"1681","4471535c95ab6299d678456f",787188985.013803
"1682","8e70b0316cd0487beeaaf828",744651635.095639
"1683","e66b9fa459c378e3a00ffcd5",697877242.869957
"1684","65d53073bf753429438311ec",453940613.984564
"1685","250ab33cfbf4bddf6da05ade",330320007.250746
"1686","a876868cdf7f775ff4f9d69a",710017495.92113
"1687","92bbc50615562f6c84eed984",344072004.426935
"1688","1c81380eb4d39e1bd49629af",472961218.260617
"1689","1200c503a56e4df00c82c64f",313448714.649615
"1690","9fa19a3422c7a85c7eb5e021",677323459.778108
"1691","056eb00d04a4643881196323",459656900.979498
"1692","3425fce71d48d5bd057114c2",449237847.640201
"1693","1c3fc58c960dba635eb860ae",814863881.16733
"1694","175fdb3a05f34f091c692f89",342089000.44523
"1695","5e201498616c6ed72a82e117",783773329.662713
"1696","6afe696ef531aa7e5c2d9db8",749827219.073947
"1697","b4c4148da6c5ed2f750a0163",770077594.313066
"1698","aea76f5077b567eb6c6685bf",561038815.630475
"1699","d42989a720c539a3a116ca36",926769951.452066
"1700","250ebd898bff18362274fa96",907130425.533038
"1701","745ae743592441dcf4e62cb5",1524696679.6438
"1702","611a1be59b99543eda348301",1171816855.83787
"1703","ac76bdcab28fa665b7a0303b",368952029.449295
"1704","a0129a5754800281dc0cd2da",418768786.92604
"1705","3356df040f9cff0fcfd76ee6",550110473.183035
"1706","f00304420a58a1396535680e",654645393.528252
"1707","daf7ea6ca8d9dacd528c600b",355194880.440393
"1708","466e5258b7d7c7d525c9a285",1374567382.40089
"1709","7fcf2f11e7bcbf7ae22b22ce",619848752.208042
"1710","4a484b36c6d3c7b71c092dc1",798763354.960879
"1711","8cbd83e20aee01c72cdf7844",697877242.869957
"1712","19739290442ce0ee146a4d8a",433158033.949939
"1713","7fff3dcecd7671b420cf73f0",1240305912.03791
"1714","3e174d32833ba6eba2fe0b65",1345922126.51691
"1715","9542d00a538c5451a019bcd9",558667185.93896
"1716","c598f43854ab18d02fbed23b",321078877.910445
"1717","dfce1415c14eb4fcdd513d8a",470917249.913732
"1718","65f7718bb2959da31d0c69d8",665267234.758415
"1719","1a8c3c94b3ea39b3f0688714",1019363097.95217
"1720","d12b1bc2815b6e35e84b2bd1",697877242.869957
"1721","edd39c1ae0135dc9797d2670",643405771.766638
"1722","921d14149f959544a0b23888",1283759777.39144
"1723","e6e4c1e8c4150f5712b812fd",294691637.921854
"1724","62e11d7e9f0d57931f7f4535",802045612.421776
"1725","9f4e7f169e0e7a90bdf8e235",962546893.596363
"1726","9d9779007d56853697efefc6",1116919466.02312
"1727","aff078b0cec3277ad73fa3c8",728995305.281153
"1728","66b77936deab27d6f83a09f4",428173873.40406
"1729","715cb2ec2d830081f11a1358",697877242.869957
"1730","d79140a640185b453e9c6954",418768786.92604
"1731","84ec38d2577cbbfe7572b169",899763822.090147
"1732","ccc6fa6a00fe2a630c2dc221",1055813032.45173
"1733","a4476a1b14ee46b537cbe24b",1460099711.47757
"1734","f42583ebab0606e30ebace49",896584161.940716
"1735","a246cf57506257fd6c98ebc1",715665447.542622
"1736","a52447bce6a94313ac7e1a2d",1357190606.68943
"1737","e0cab1734abd07ddb9274923",284806454.893374
"1738","392d4a737217c5002dd71ab0",716739444.522898
"1739","c48f76c590a5e9938217c277",785172724.563721
"1740","8bfd68cbe24a32afec56ce5c",410375837.691108
"1741","1a9294e6f282de5874c3fc26",656578733.301226
"1742","89b1fa411912d1072ea86926",1052196622.89357
"1743","5df3a931abd0fcfbdd8257bd",743725829.119441
"1744","c207b4ad4c6b2a9f8f55e47e",485006189.966995
"1745","c3c2a6fd228408efaecde725",631693097.944791
"1746","eb7a6e54b12a5f22146f2c6c",625818467.819498
"1747","d4cd2a810fea7fdac771947e",701592594.043113
"1748","ce0ce42cd381ca7b157883af",1001054636.8224
"1749","03039f6a615393bcc8fd4866",402508557.866035
"1750","750dfd1cfb3e9eeac1d45cae",285285005.021543
"1751","b0d76c0451e54bcd562e4977",681124971.259457
"1752","5a9342e3be4c550c55cd6b3f",913201317.881449
"1753","b77e9f02f08ec286b0084be0",1071036069.18219
"1754","7d5fe651d1fa2432c6ecb6c0",708340353.535602
"1755","0d3fc433753c25b76287e24d",511260939.647605
"1756","af5beee0418bf9ca150e4e88",375571284.072261
"1757","a370a2d2abd3d4be3f60eeda",732157281.438028
"1758","0f61570a34ef3483677e88b9",778460888.809711
"1759","64366c2716cd6a2db5a2d41e",467847558.747806
"1760","a8309d10dd5abf2f9cb7f5f7",657349762.006383
"1761","3ccdb37e2703a2cfe00d982d",1007604382.27171
"1762","00b669b4c33773f53157edc2",605454430.47907
"1763","3b595f913540526343b82be7",697877242.869957
"1764","35d2f13f49849df86f677e2b",991243890.998201
"1765","11884310f08ab9afea037aae",1018887417.54738
"1766","a104721c38a1c7fc1d741d9a",697877242.869957
"1767","9d2ce121cfcc407172b725bc",324213610.432051
"1768","751600fb64ae9c2196276f3e",412824622.348471
"1769","44e52fa65ca3638da563bec5",342623283.348961
"1770","40c9d6e0b655a111e3dc5a4b",711064365.160336
"1771","20d5af32096ebb5294d8b363",829996178.259819
"1772","af0022cdb425e7370592c4a0",1527742545.85016
"1773","5294c816cc3c89b7d64744d5",551529271.244076
"1774","cbe875a215a850b0bb0e193c",573742566.228028
"1775","f3abaea0cc02c4e096148c70",1094108423.14577
"1776","88329fd4546a0f0d8708805e",741821838.356216
"1777","dd26027fd30a780e4d43b272",814375521.183353
"1778","fa0a06f3c0cbecb35dbeb374",246860870.129024
"1779","57c3b99c7aeac033fe96d081",927270199.634832
"1780","5882e746fee27fe0ffdeb112",604174755.83852
"1781","9efa9e680e61b212472e97cb",1214163064.53442
"1782","4bf3c8b9c504329241f677e2",356781860.462939
"1783","1da38cdb0ccc97c475c1ff65",675820003.566519
"1784","e539b504c0887f0db4c49b9a",628736486.888419
"1785","b3d514772efd6a0a81e16614",400711822.232224
"1786","cbf33e13b03e6ac9622a7f07",418768786.92604
"1787","9acc0fffa72019564daad7cc",1190513907.76155
"1788","f5c659fedd1a11fb4d054673",504496971.042425
"1789","aec036af329a531284276fbd",465209665.51275
"1790","7c2bc4986b7d0ca484301c42",402615694.62038
"1791","31a4c26496de7eba4c196804",481647699.68096
"1792","1dd12ba606e5772269180187",406434083.475825
"1793","603a60112a984b1b9b2f6ec6",303677675.747771
"1794","2d184009a69c9dfdfacbb003",451920694.551837
"1795","af62b51cf5029f30d1aaac53",236306502.480785
"1796","e4ff1d18c98959a3a7290eca",387175730.302013
"1797","beda7075b389cca0293e59f1",349733973.401891
"1798","f6ca68d3b2d5e1dd6a14648c",352662630.273505
"1799","521967bb942773d5bddbcdad",330740714.632328
"1800","e371c504205f4c533aa70b00",300457043.85597
"1801","5c3f6050b6ccd2c9b87dac23",395493302.323137
"1802","a4f7df2c8443a480bcd45fb1",374761809.407805
"1803","dc5bacd0c369b947b5c3b31e",358728535.285936
"1804","a7f4233e7ac878328f48fd68",586642288.957068
"1805","62189cd250841f108d191635",402627337.511134
"1806","658304dd989c6c4cee1c9578",402801098.054809
"1807","4ad1105ba39aa2fce1984e42",348941874.840924
"1808","7f71e7c2bdff3f996a9a2a4b",605547718.648226
"1809","43cdf49c928de38184754989",456745169.421406
"1810","1fb7e1a44b8055ece7218744",791715899.408201
"1811","641959fe49823a922b759217",682541705.147051
"1812","44f5ae29f1ef5eb86dad6630",715907996.929303
"1813","8195027451e1f49a53b95448",650115549.886651
"1814","67cf87743a7ce94e78c03980",645639042.415895
"1815","30b747ecf3cc12e6a7d65dbc",982278583.179342
"1816","9ca742607d9cdac6f8a27e23",430800683.285057
"1817","a36a825788b446fa0cdf9e5f",665968400.342032
"1818","0dd7c998a3d406a3468a3908",750051028.51339
"1819","25661a50c3414c69e9d88dd7",802290211.305929
"1820","08d9c5c9dbbb0edb6728bc3a",848391385.547866
"1821","0a40430a735bbfcc1efa54aa",729395976.476867
"1822","886080fa02b0b5e064bcd652",999499150.560609
"1823","5a26a1f214d2e56478ece703",730982731.417876
"1824","7d7bdaade95100c137c9ef76",467758207.847307
"1825","fe8cc19b992bb888b13c841c",766027165.669052
"1826","838eacec3573064e48b5ceca",358671081.259213
"1827","33ff16e56c2508253c4ed693",1038917837.83303
"1828","c9f9fceb1f1467bebb987818",737774559.163717
"1829","f5a6391dd384e915d40369d7",1133449138.20106
"1830","b21da757095f646eadf11929",1133449138.20106
"1831","6c06f84f2f90180b3990c4fc",1133449138.20106
"1832","588efcbd7ef3a2059872b66f",605928105.266003
"1833","d6a2bd02186f4a2c086cb850",215839842.242306
"1834","dc78290a952c68fe9c0cde47",538106073.128982
"1835","43d0798ae98d60611dfea9e7",548592031.357281
"1836","c72ebda766953c4b64a68039",1463517310.47546
"1837","fc89584c9e8208e4f7942aa6",940866517.778034
"1838","bf78e1070d7503731bc6e393",883722992.75821
"1839","d0a732eb4e2449525cb87f14",757494620.172795
"1840","d6b0a5f33507993916b71304",812671439.143862
"1841","4f98d795c40340d82b0127f1",948669871.671733
"1842","bfbf4f0d0cfb70f0b58f4c92",943622658.256826
"1843","65b34e23f6648c5496cc9876",1036706917.32786
"1844","94ca0481c8b417e1593cd780",1231387905.46926
"1845","5db1d0e8ff75ca01c136bac7",864109923.585353
"1846","29e9ab60390461f99e9529f0",1245231160.79475
"1847","56382ff293cc79cf8b5144b6",1310555218.98188
"1848","0a1b00d3a2fcfc2dd22456fb",1472614139.19305
"1849","e71e976cdf08acb901a96286",1027101015.75662
"1850","b9469caf24ae00c5a4f7f557",957597724.903478
"1851","afbb442019cbdf967599ebc9",627967758.967306
"1852","9214f94f4f72b7c40334fda6",907098637.005949
"1853","96a003ba5874ed4d4e5b0381",1260538947.2047
"1854","4276b038d9ae12821e053823",587004931.848301
"1855","99e8325d9e74e3bcd638886b",652219886.123861
"1856","cea9bd2166a6e687806e1c20",1482803749.87303
"1857","1165235d0d10ac276cdcc199",1177309922.75701
"1858","b644b3647e65309d062388ce",721039776.593803
"1859","3543c36c6cbd9b56b3e8857c",1005765931.80707
"1860","943f0a180d5f7c0d69a30d32",1031329888.92202
"1861","0453daa244d41f63e784d5b8",1492278237.71354
"1862","d7536e85adf61be0703b0cb2",1610402468.06286
"1863","12ff18e34acab9b3794ccc2c",1039383660.36849
"1864","f52bca26d88ab8ad01b41a78",1698160209.67821
"1865","c1d2d5bea82452a84406139a",1771580588.86028
"1866","ccad6fdb6d11935f4150b2d5",1810296015.74099
"1867","db0989d97e3d6913283fb1fa",307289632.155559
"1868","fa28665ac70ce92aa484103b",657022088.16368
"1869","942ff635cae4c16ec796d313",699858542.41985
"1870","6f572e8a735870e7e6712d8b",342605511.042488
"1871","e3a08b96aef5089350fd021c",589207847.723365
"1872","da8ce30946e073c9c889d407",1170332728.61887
"1873","921ff6fdf3ca6b9957670494",523585214.140693
"1874","dd6891a46379230a105f265e",417654728.30903
"1875","32d013529473debe7fe5abf2",693126190.211977
"1876","d992ad3b6d6812403d1f608f",480510962.158293
"1877","0d5762d878d8516448c7c185",428469885.457686
"1878","19cb82fc62b3f8eaead0719a",312658790.544991
"1879","e2a445d5a8c9f9d6ad24b883",685175436.822947
"1880","73d85f5cb69464afd87ffb77",1361936233.81172
"1881","84a0913ccae84394fa94116f",697877242.869957
"1882","0d09225c32d5c69c7910efb9",414977681.268836
"1883","faf3f0fa5ffd1690e335ab20",1017335238.9245
"1884","1a5a82a39a30db274d73ecaa",450040417.015134
"1885","b0430b58dd479394a3a1f173",671245671.408019
"1886","338957a970502506a6ffcd7d",519601449.643222
"1887","13533c66f78274d237aa0bfc",414977681.268836
"1888","e3e0815e0a44c9f734c94de0",363089105.43716
"1889","96a618a678720d5a6d61b2a1",709029773.329692
"1890","20e04f18f05af248149c6d9c",956938861.020545
"1891","f6e6a7c5e43e30affed6e6fc",883722992.75821
"1892","4d3ee09c311bc2585faa1ed2",900340771.354503
"1893","40ea31daf7d8abb127740b8a",760511080.643858
"1894","733d805547bb588913f479f6",841787882.381426
"1895","54eb929fb50e80ba31b7fc15",689697389.820891
"1896","d1b887a4c7cf3ac8f232a392",793612617.435838
"1897","b886c0f163dd7102a7edb64a",897005714.683393
"1898","edeaee9592939d5411bde5c6",1079040461.56322
"1899","2020de969a6e30f443e93cc1",549313949.47274
"1900","c7fd82d4ef2946c072717168",1020390681.04069
"1901","bf8518501129e6cd3e08943f",1261451565.04269
"1902","0fbcc2051eaefb79f02dde25",982989907.09902
"1903","fece683c05fb94958ac9e506",399682070.512452
"1904","5eb279828218faf789bb983d",786856223.097405
"1905","54c8e68604e407326d60b744",628236028.933754
"1906","e06e93e9e053219080f66de3",1096395582.92207
"1907","e9bdbc630a7856f9961cfa16",399682070.512452
"1908","6fb2296cc87d26d5996e654d",796168904.892359
"1909","c94a818d99767866787e9ca8",727763422.871324
"1910","821a1bb17e1da54719e3f0c6",697877242.869957
"1911","0cb683a7b5cee0cd7132fd51",1009163378.62862
"1912","f5917713189e15dfd39a6e5a",318732074.16663
"1913","7be0b9b8ab33c8e837cdc96a",547312006.449345
"1914","bda2c85912f621e9a23552c5",421817213.055519
"1915","be3173edff25aa153b84a1e4",697877242.869957
"1916","698ab6062d314d9bd91cb2e3",675532063.809096
"1917","6fe1ce9eb055dcd6175a4658",395981283.830841
"1918","d3c4fa8c79e3c61449caef0b",903248031.814412
"1919","88e8a950f34bd6dc6eacf1f7",735446969.74348
"1920","3e80320db2b3bc0238f7d656",807494424.521308
"1921","43c79f89896ce7fa4c51e555",635206143.084198
"1922","a85a1fd911801876f439a521",509861416.402127
"1923","fd2e6a31114a8c934d361764",748022539.146023
"1924","fd7c6da8a71a4a03b208de84",1135815679.04353
"1925","bbe9ed0d77b8558e5379bac1",640479226.031566
"1926","00cdc0927e3af52d50da1339",995542370.346355
"1927","76a6595816563f2fed1104ac",406765832.239346
"1928","0f92fa37a5518322e026b73b",1264100826.77733
"1929","763f78647259d13541483236",578442889.418064
"1930","762b3c744346d53c1d28145c",923380645.438782
"1931","e7a695c0bbd5532c12573dd6",744651635.095639
"1932","ec7b2f699e33331247a4d74b",1043779639.52663
"1933","4bf14bfdc590382da8bed5f7",1104594253.8292
"1934","25d59b602d45bcc419c2074b",1323092758.18481
"1935","d59467e69acdc7b511062d7b",787416330.373743
"1936","77f7609145b75f9b7b96b6b8",853011804.268688
"1937","d6f5490f2858482fff0ac9dc",620631855.108081
"1938","edc6a31033e491a8b6fe0f3a",894571257.250889
"1939","632341dc5c322a9b788efcf3",883855520.948217
"1940","b71d8cdc8388d8ad489fb156",360310513.357897
"1941","c940127660f9bcc91dfa3380",784305452.733971
"1942","7bec51b13605d27d48f6f831",331550474.010647
"1943","883c206072d78de1c76b3e8b",845919871.781604
"1944","4625892db48f762714e08a33",417221216.094263
"1945","d61ee9f4618f165da0eb64c0",746151311.556098
"1946","5541cc459b60db9372014289",822313533.429415
"1947","d7bc5e71b04562447359587f",423264847.071402
"1948","7724e048ed176a72ac1b4a2e",899324034.464118
"1949","926fb5fd8a061078384a84d7",430699641.52475
"1950","ee2e5547453321dfeecaffed",304682796.745781
"1951","817139b14ff64a5b5e22638c",787035804.156967
"1952","fc032c09bd2e935e07762108",473353779.535979
"1953","bdc4652d0a30a62d158602b7",319419018.234796
"1954","c23cd318279cf9a7a7d9933d",535473508.271064
"1955","2a746313d87b71aa4a5524d1",465666801.291257
"1956","10ea1e41b714d5d13a7ed69f",735291889.320191
"1957","4066a4443cc8deef045a6553",640815467.263021
"1958","da72392dd4dd8f1c9d60bdf3",817374546.100684
"1959","13f0113947cefebfdad483e8",738040692.563819
"1960","ad719c9aea696c9c5b105953",468151139.255732
"1961","fd26e584de08864656a31277",383439287.831587
"1962","d711d23bed1f4d60dbe9811e",619666567.238186
"1963","0ff5f7d302eaec59408075bf",1541047537.16566
"1964","b23e025b639717bf5e9999b8",1191902405.52392
"1965","f1632b9d9e1313a93c846694",1399776553.53987
"1966","20457dc0b97f29983cf2afd3",623708339.413498
"1967","b872c02a8a8205f24ca9bdbd",410702756.368824
"1968","5769e2d9784b8bbd50cac396",870989136.19119
"1969","a5e6d728e6be3d3253bfec1c",697877242.869957
"1970","6cb03e778880ea188cac422e",390630242.505937
"1971","6f70ca8e981d9e87f21fece8",697877242.869957
"1972","8ed67028f874ef5434063439",311504804.426663
"1973","2ffaf56945725fe899c33966",378353221.743815
"1974","de61f669e3a3c78613d5f9ed",1017335238.9245
"1975","da965e69b225b3b2743d8dab",480077175.989943
"1976","eec8b8812151de0f81669a76",952601649.923308
"1977","54d5704ca96f240b0876416f",368337267.418454
"1978","ca49f9414969624846a50506",477012094.047315
"1979","ba4239c2b5a1d256635a1c19",405170517.36853
"1980","1480ee377af2a8306fe48964",418079875.003434
"1981","df22f54a9f46e5485cf92280",519601449.643222
"1982","a4a092a50eea746ac33d07d1",346870586.343723
"1983","bd8d9b2a5ec96a2f2f135506",814863881.16733
"1984","2e9694052ef0b4f5da9d8355",752150950.957701
"1985","39ae981583f443c901c55d22",699855489.501356
"1986","0dbdd1e5fbcd21bd7e00d9b8",915342915.26462
